complaint_id,customer_id,complaint_date,category,title,priority,status
CP002810,C000582,2026-08-08,PLAN,Plan activation issue,MEDIUM,IN_PROGRESS
CP002811,C000174,2025-09-26,OTHER,General complaint,CRITICAL,OPEN
CP002812,C000534,2026-08-05,OTHER,General complaint,LOW,CLOSED
CP002813,C000174,2025-10-31,RECHARGE,Recharge issue,CRITICAL,IN_PROGRESS
CP002814,C000751,2025-09-23,OTHER,Service related issue,MEDIUM,OPEN
CP002815,C000356,2026-02-24,OTHER,General complaint,HIGH,RESOLVED
CP002816,C000491,2026-02-22,NETWORK,Slow internet,MEDIUM,RESOLVED
CP002817,C000195,2026-03-05,OTHER,General complaint,LOW,OPEN
CP002818,C000360,2026-04-20,PLAN,Plan benefits not received,MEDIUM,OPEN
CP002819,C000017,2026-06-06,BILLING,Unexpected charge,LOW,RESOLVED
CP002820,C000817,2026-09-03,SIM,SIM activation issue,HIGH,OPEN
CP002821,C000308,2026-06-12,RECHARGE,Recharge issue,MEDIUM,OPEN
CP002822,C000190,2025-10-13,OTHER,Other issue,MEDIUM,RESOLVED
CP002823,C000510,2025-12-05,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP002824,C000589,2026-08-27,PLAN,Plan related query,HIGH,OPEN
CP002825,C000479,2026-02-06,NETWORK,Network issue,HIGH,IN_PROGRESS
CP002826,C000974,2026-01-31,RECHARGE,Recharge failed,CRITICAL,RESOLVED
CP002827,C000830,2025-11-04,OTHER,Service related issue,CRITICAL,RESOLVED
CP002828,C000241,2026-07-14,NETWORK,Poor network coverage,LOW,CLOSED
CP002829,C000356,2025-10-10,NETWORK,Internet not working,CRITICAL,OPEN
CP002830,C000461,2026-01-25,RECHARGE,Recharge amount not reflected,MEDIUM,OPEN
CP002831,C000936,2026-05-09,NETWORK,Slow internet,MEDIUM,CLOSED
CP002832,C000025,2026-08-11,RECHARGE,Recharge issue,CRITICAL,CLOSED
CP002833,C000485,2026-09-03,NETWORK,Poor network coverage,CRITICAL,IN_PROGRESS
CP002834,C000862,2026-06-27,OTHER,Service related issue,CRITICAL,RESOLVED
CP002835,C000539,2026-07-18,PLAN,Plan related query,CRITICAL,OPEN
CP002836,C000700,2025-12-30,PLAN,Plan activation issue,MEDIUM,RESOLVED
CP002837,C000126,2026-08-29,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP002838,C000169,2026-02-02,PLAN,Plan activation issue,MEDIUM,CLOSED
CP002839,C000615,2026-03-07,SIM,SIM activation issue,CRITICAL,RESOLVED
CP002840,C000611,2025-11-28,RECHARGE,Recharge issue,CRITICAL,OPEN
CP002841,C000659,2026-04-28,NETWORK,Internet not working,HIGH,RESOLVED
CP002842,C000890,2025-12-27,NETWORK,Internet not working,CRITICAL,RESOLVED
CP002843,C000663,2026-06-26,SIM,SIM activation issue,LOW,OPEN
CP002844,C000432,2025-10-23,NETWORK,Network issue,CRITICAL,RESOLVED
CP002845,C000212,2026-05-03,OTHER,General complaint,MEDIUM,CLOSED
CP002846,C000444,2026-07-07,PLAN,Plan related query,MEDIUM,RESOLVED
CP002847,C000820,2026-01-11,NETWORK,Slow internet,MEDIUM,CLOSED
CP002848,C000864,2025-10-29,BILLING,Incorrect bill amount,CRITICAL,CLOSED
CP002849,C000629,2026-05-09,BILLING,Incorrect bill amount,HIGH,OPEN
CP002850,C000005,2025-09-28,BILLING,Incorrect bill amount,CRITICAL,RESOLVED
CP002851,C000508,2026-01-15,OTHER,General complaint,MEDIUM,RESOLVED
CP002852,C000281,2025-11-26,SIM,SIM not working,MEDIUM,RESOLVED
CP002853,C000080,2026-09-04,NETWORK,Network issue,LOW,CLOSED
CP002854,C000097,2025-12-26,PLAN,Plan benefits not received,CRITICAL,RESOLVED
CP002855,C000335,2026-03-17,NETWORK,Slow internet,MEDIUM,OPEN
CP002856,C000699,2026-03-04,RECHARGE,Recharge failed,MEDIUM,CLOSED
CP002857,C000465,2026-06-30,BILLING,Billing issue,HIGH,OPEN
CP002858,C000619,2025-12-27,OTHER,Service related issue,CRITICAL,RESOLVED
CP002859,C000637,2025-11-30,OTHER,Service related issue,HIGH,CLOSED
CP002860,C000671,2026-06-27,SIM,SIM replacement request,HIGH,CLOSED
CP002861,C000785,2026-07-09,PLAN,Plan related query,CRITICAL,CLOSED
CP002862,C000812,2025-12-13,NETWORK,Network issue,HIGH,RESOLVED
CP002863,C000472,2026-02-19,NETWORK,Poor network coverage,HIGH,RESOLVED
CP002864,C000416,2026-06-10,OTHER,General complaint,MEDIUM,IN_PROGRESS
CP002865,C000500,2026-05-24,OTHER,Other issue,MEDIUM,RESOLVED
CP002866,C000482,2025-10-20,PLAN,Plan activation issue,MEDIUM,CLOSED
CP002867,C000674,2025-12-26,NETWORK,Network issue,LOW,OPEN
CP002868,C000454,2025-11-17,BILLING,Billing issue,CRITICAL,CLOSED
CP002869,C000775,2026-01-31,SIM,SIM replacement request,LOW,OPEN
CP002870,C000919,2026-05-17,PLAN,Plan related query,MEDIUM,OPEN
CP002871,C000634,2026-05-13,PLAN,Plan activation issue,MEDIUM,IN_PROGRESS
CP002872,C000276,2026-08-13,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP002873,C000778,2025-11-10,OTHER,Service related issue,CRITICAL,IN_PROGRESS
CP002874,C000720,2026-02-28,PLAN,Plan activation issue,HIGH,IN_PROGRESS
CP002875,C000056,2026-08-19,PLAN,Plan related query,MEDIUM,RESOLVED
CP002876,C000876,2025-11-17,PLAN,Plan benefits not received,CRITICAL,CLOSED
CP002877,C000627,2025-09-23,NETWORK,Poor network coverage,LOW,OPEN
CP002878,C000095,2026-06-01,BILLING,Incorrect bill amount,MEDIUM,OPEN
CP002879,C000959,2025-10-10,RECHARGE,Recharge issue,MEDIUM,OPEN
CP002880,C000297,2025-11-14,RECHARGE,Recharge amount not reflected,CRITICAL,OPEN
CP002881,C000078,2026-01-24,BILLING,Incorrect bill amount,CRITICAL,OPEN
CP002882,C000946,2026-04-03,PLAN,Plan related query,LOW,IN_PROGRESS
CP002883,C000367,2026-05-07,BILLING,Billing issue,CRITICAL,RESOLVED
CP002884,C000659,2026-04-06,BILLING,Billing issue,CRITICAL,IN_PROGRESS
CP002885,C000456,2025-12-16,SIM,SIM not working,CRITICAL,CLOSED
CP002886,C000436,2026-07-08,NETWORK,Internet not working,LOW,CLOSED
CP002887,C000720,2026-07-07,BILLING,Incorrect bill amount,LOW,RESOLVED
CP002888,C000307,2026-08-19,OTHER,Other issue,MEDIUM,CLOSED
CP002889,C000346,2026-04-24,RECHARGE,Recharge amount not reflected,HIGH,IN_PROGRESS
CP002890,C000217,2026-01-05,BILLING,Unexpected charge,HIGH,CLOSED
CP002891,C000299,2025-11-04,RECHARGE,Recharge failed,MEDIUM,IN_PROGRESS
CP002892,C000145,2025-10-20,PLAN,Plan benefits not received,CRITICAL,IN_PROGRESS
CP002893,C000275,2025-09-28,RECHARGE,Recharge issue,MEDIUM,IN_PROGRESS
CP002894,C000882,2026-02-24,SIM,SIM not working,MEDIUM,OPEN
CP002895,C000901,2026-06-07,SIM,SIM not working,LOW,IN_PROGRESS
CP002896,C000214,2025-10-13,OTHER,General complaint,MEDIUM,RESOLVED
CP002897,C000720,2025-10-03,PLAN,Plan related query,HIGH,OPEN
CP002898,C000561,2026-01-18,SIM,SIM not working,LOW,IN_PROGRESS
CP002899,C000581,2026-06-29,PLAN,Plan related query,HIGH,OPEN
CP002900,C000819,2026-05-05,NETWORK,Network issue,MEDIUM,CLOSED
CP002901,C000843,2025-12-09,PLAN,Plan benefits not received,CRITICAL,CLOSED
CP002902,C000567,2026-07-27,NETWORK,Internet not working,CRITICAL,OPEN
CP002903,C000206,2026-05-18,RECHARGE,Recharge amount not reflected,LOW,CLOSED
CP002904,C000331,2026-06-16,PLAN,Plan activation issue,LOW,RESOLVED
CP002905,C000498,2026-04-14,OTHER,Service related issue,LOW,CLOSED
CP002906,C000553,2026-05-16,PLAN,Plan activation issue,CRITICAL,OPEN
CP002907,C000484,2026-03-15,BILLING,Incorrect bill amount,CRITICAL,IN_PROGRESS
CP002908,C000548,2025-10-15,NETWORK,Slow internet,MEDIUM,RESOLVED
CP002909,C000552,2026-05-15,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP002910,C000871,2025-12-14,RECHARGE,Recharge failed,HIGH,OPEN
CP002911,C000554,2025-12-06,NETWORK,Poor network coverage,MEDIUM,OPEN
CP002912,C000325,2026-02-20,RECHARGE,Recharge failed,MEDIUM,OPEN
CP002913,C000270,2026-07-14,OTHER,General complaint,CRITICAL,OPEN
CP002914,C000516,2025-11-01,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP002915,C000489,2026-08-22,PLAN,Plan related query,MEDIUM,OPEN
CP002916,C000535,2026-02-06,RECHARGE,Recharge amount not reflected,CRITICAL,IN_PROGRESS
CP002917,C000898,2026-08-01,NETWORK,Poor network coverage,LOW,OPEN
CP002918,C000335,2026-09-22,NETWORK,Poor network coverage,CRITICAL,RESOLVED
CP002919,C000180,2025-11-18,OTHER,General complaint,LOW,OPEN
CP002920,C000329,2026-03-07,OTHER,Other issue,MEDIUM,IN_PROGRESS
CP002921,C000639,2026-04-08,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP002922,C000454,2026-09-15,NETWORK,Internet not working,HIGH,CLOSED
CP002923,C000998,2025-12-16,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP002924,C000521,2026-02-23,SIM,SIM activation issue,CRITICAL,RESOLVED
CP002925,C000228,2026-03-22,PLAN,Plan activation issue,LOW,RESOLVED
CP002926,C000281,2026-01-18,SIM,SIM activation issue,MEDIUM,CLOSED
CP002927,C000174,2025-09-25,PLAN,Plan related query,MEDIUM,RESOLVED
CP002928,C000373,2026-08-09,BILLING,Incorrect bill amount,CRITICAL,RESOLVED
CP002929,C000986,2026-08-11,RECHARGE,Recharge issue,MEDIUM,CLOSED
CP002930,C000572,2026-03-30,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP002931,C000128,2025-11-26,BILLING,Billing issue,LOW,OPEN
CP002932,C000370,2026-06-06,PLAN,Plan activation issue,CRITICAL,CLOSED
CP002933,C000800,2025-12-15,OTHER,General complaint,LOW,IN_PROGRESS
CP002934,C000951,2026-02-09,PLAN,Plan related query,LOW,IN_PROGRESS
CP002935,C000112,2025-11-10,NETWORK,Internet not working,MEDIUM,IN_PROGRESS
CP002936,C000077,2026-01-07,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP002937,C000405,2026-08-15,OTHER,Other issue,CRITICAL,RESOLVED
CP002938,C000461,2025-11-05,SIM,SIM replacement request,HIGH,RESOLVED
CP002939,C000351,2026-08-21,SIM,SIM activation issue,LOW,RESOLVED
CP002940,C000245,2026-08-02,RECHARGE,Recharge issue,HIGH,OPEN
CP002941,C000685,2025-10-13,NETWORK,Poor network coverage,MEDIUM,OPEN
CP002942,C000285,2026-08-07,PLAN,Plan activation issue,CRITICAL,IN_PROGRESS
CP002943,C000939,2026-06-10,PLAN,Plan related query,HIGH,IN_PROGRESS
CP002944,C000577,2026-08-16,RECHARGE,Recharge issue,CRITICAL,RESOLVED
CP002945,C000933,2025-12-19,OTHER,General complaint,LOW,OPEN
CP002946,C000570,2026-04-18,RECHARGE,Recharge issue,CRITICAL,OPEN
CP002947,C000285,2026-04-30,RECHARGE,Recharge issue,CRITICAL,CLOSED
CP002948,C000503,2026-01-09,BILLING,Incorrect bill amount,LOW,RESOLVED
CP002949,C000074,2026-04-17,PLAN,Plan related query,LOW,RESOLVED
CP002950,C000888,2026-02-26,RECHARGE,Recharge amount not reflected,LOW,IN_PROGRESS
CP002951,C000263,2025-12-14,PLAN,Plan related query,MEDIUM,CLOSED
CP002952,C000626,2026-08-14,OTHER,Other issue,HIGH,RESOLVED
CP002953,C000590,2026-07-03,SIM,SIM replacement request,CRITICAL,OPEN
CP002954,C000137,2026-05-26,NETWORK,Internet not working,MEDIUM,IN_PROGRESS
CP002955,C000959,2026-09-08,BILLING,Incorrect bill amount,MEDIUM,IN_PROGRESS
CP002956,C000202,2026-08-24,OTHER,Service related issue,LOW,OPEN
CP002957,C000517,2026-08-26,BILLING,Incorrect bill amount,MEDIUM,IN_PROGRESS
CP002958,C000128,2026-06-07,SIM,SIM not working,LOW,RESOLVED
CP002959,C000619,2026-02-18,NETWORK,Internet not working,MEDIUM,RESOLVED
CP002960,C000354,2026-04-19,RECHARGE,Recharge failed,LOW,OPEN
CP002961,C000476,2025-11-25,PLAN,Plan activation issue,HIGH,CLOSED
CP002962,C000382,2026-03-01,BILLING,Unexpected charge,CRITICAL,IN_PROGRESS
CP002963,C000283,2025-12-24,NETWORK,Network issue,HIGH,RESOLVED
CP002964,C000876,2026-02-18,RECHARGE,Recharge failed,MEDIUM,OPEN
CP002965,C000073,2026-04-02,OTHER,Service related issue,MEDIUM,IN_PROGRESS
CP002966,C000444,2026-07-05,SIM,SIM not working,MEDIUM,RESOLVED
CP002967,C000142,2026-05-28,RECHARGE,Recharge issue,CRITICAL,IN_PROGRESS
CP002968,C000563,2025-10-17,SIM,SIM activation issue,HIGH,RESOLVED
CP002969,C000945,2025-12-21,OTHER,Other issue,HIGH,IN_PROGRESS
CP002970,C000632,2026-02-13,OTHER,Other issue,CRITICAL,RESOLVED
CP002971,C000402,2026-05-12,OTHER,Service related issue,MEDIUM,OPEN
CP002972,C000404,2026-04-01,OTHER,Other issue,HIGH,OPEN
CP002973,C000042,2026-05-20,SIM,SIM not working,CRITICAL,RESOLVED
CP002974,C000744,2026-08-06,BILLING,Billing issue,MEDIUM,OPEN
CP002975,C000806,2025-12-03,SIM,SIM not working,MEDIUM,IN_PROGRESS
CP002976,C000018,2026-09-11,PLAN,Plan related query,LOW,CLOSED
CP002977,C000765,2026-01-04,PLAN,Plan related query,MEDIUM,CLOSED
CP002978,C000541,2026-03-01,PLAN,Plan related query,LOW,CLOSED
CP002979,C000736,2026-07-26,NETWORK,Slow internet,HIGH,RESOLVED
CP002980,C000192,2026-03-29,PLAN,Plan activation issue,CRITICAL,OPEN
CP002981,C000663,2026-05-10,OTHER,Service related issue,MEDIUM,RESOLVED
CP002982,C000843,2026-01-10,OTHER,Other issue,MEDIUM,OPEN
CP002983,C000331,2026-07-09,PLAN,Plan benefits not received,MEDIUM,IN_PROGRESS
CP002984,C000080,2026-03-25,PLAN,Plan benefits not received,CRITICAL,IN_PROGRESS
CP002985,C000560,2026-02-20,SIM,SIM replacement request,MEDIUM,RESOLVED
CP002986,C000568,2026-03-18,NETWORK,Network issue,LOW,OPEN
CP002987,C000408,2026-02-08,SIM,SIM not working,HIGH,OPEN
CP002988,C000327,2026-07-09,NETWORK,Slow internet,MEDIUM,CLOSED
CP002989,C000742,2026-02-25,PLAN,Plan related query,MEDIUM,OPEN
CP002990,C000310,2025-10-07,OTHER,General complaint,LOW,IN_PROGRESS
CP002991,C000752,2026-02-20,NETWORK,Network issue,LOW,CLOSED
CP002992,C000447,2026-06-20,NETWORK,Poor network coverage,HIGH,IN_PROGRESS
CP002993,C000652,2026-06-01,PLAN,Plan activation issue,CRITICAL,RESOLVED
CP002994,C000809,2026-08-29,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP002995,C000018,2026-01-28,SIM,SIM replacement request,LOW,IN_PROGRESS
CP002996,C000999,2026-04-23,PLAN,Plan related query,CRITICAL,OPEN
CP002997,C000951,2026-03-31,RECHARGE,Recharge issue,HIGH,OPEN
CP002998,C000293,2026-03-19,NETWORK,Poor network coverage,HIGH,CLOSED
CP002999,C000599,2026-05-02,NETWORK,Network issue,LOW,OPEN
CP003000,C000405,2026-07-01,OTHER,Other issue,MEDIUM,OPEN
CP003001,C000693,2026-04-01,OTHER,General complaint,MEDIUM,RESOLVED
CP003002,C000510,2025-11-07,NETWORK,Poor network coverage,HIGH,OPEN
CP003003,C000358,2026-04-20,NETWORK,Internet not working,HIGH,CLOSED
CP003004,C000741,2026-04-11,RECHARGE,Recharge issue,MEDIUM,CLOSED
CP003005,C000266,2026-03-30,SIM,SIM not working,CRITICAL,OPEN
CP003006,C000282,2025-11-04,SIM,SIM replacement request,CRITICAL,CLOSED
CP003007,C000351,2025-10-10,BILLING,Incorrect bill amount,CRITICAL,RESOLVED
CP003008,C000437,2026-06-28,NETWORK,Network issue,MEDIUM,IN_PROGRESS
CP003009,C000583,2025-12-21,OTHER,Other issue,MEDIUM,CLOSED
CP003010,C000991,2026-04-17,PLAN,Plan activation issue,MEDIUM,IN_PROGRESS
CP003011,C000194,2025-12-22,OTHER,Other issue,HIGH,OPEN
CP003012,C000550,2025-11-07,NETWORK,Network issue,MEDIUM,OPEN
CP003013,C000210,2026-02-10,RECHARGE,Recharge failed,MEDIUM,OPEN
CP003014,C000879,2025-11-28,NETWORK,Internet not working,MEDIUM,IN_PROGRESS
CP003015,C000432,2025-12-14,BILLING,Unexpected charge,MEDIUM,CLOSED
CP003016,C000787,2026-03-26,OTHER,Service related issue,HIGH,RESOLVED
CP003017,C000608,2025-10-24,RECHARGE,Recharge amount not reflected,MEDIUM,OPEN
CP003018,C000378,2026-06-30,OTHER,Other issue,LOW,OPEN
CP003019,C000020,2026-02-26,BILLING,Unexpected charge,MEDIUM,OPEN
CP003020,C000622,2026-03-04,BILLING,Incorrect bill amount,MEDIUM,IN_PROGRESS
CP003021,C000452,2026-02-22,OTHER,General complaint,CRITICAL,RESOLVED
CP003022,C000348,2026-06-02,PLAN,Plan activation issue,CRITICAL,OPEN
CP003023,C000880,2026-06-11,NETWORK,Internet not working,HIGH,RESOLVED
CP003024,C000332,2025-11-01,PLAN,Plan related query,LOW,RESOLVED
CP003025,C000948,2026-04-05,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP003026,C000169,2026-02-27,PLAN,Plan benefits not received,HIGH,OPEN
CP003027,C000743,2026-04-12,RECHARGE,Recharge issue,HIGH,RESOLVED
CP003028,C000544,2026-04-10,NETWORK,Poor network coverage,LOW,RESOLVED
CP003029,C000917,2026-05-18,NETWORK,Network issue,LOW,RESOLVED
CP003030,C000365,2026-08-17,BILLING,Unexpected charge,LOW,RESOLVED
CP003031,C000641,2025-12-26,NETWORK,Slow internet,CRITICAL,OPEN
CP003032,C000896,2026-08-30,BILLING,Incorrect bill amount,HIGH,CLOSED
CP003033,C000396,2026-05-26,RECHARGE,Recharge failed,CRITICAL,OPEN
CP003034,C000860,2025-10-19,SIM,SIM replacement request,MEDIUM,RESOLVED
CP003035,C000244,2025-11-13,NETWORK,Internet not working,LOW,RESOLVED
CP003036,C000164,2026-05-25,RECHARGE,Recharge failed,CRITICAL,IN_PROGRESS
CP003037,C000162,2025-12-29,BILLING,Unexpected charge,HIGH,CLOSED
CP003038,C000156,2026-06-27,RECHARGE,Recharge failed,CRITICAL,OPEN
CP003039,C000033,2026-05-27,SIM,SIM replacement request,MEDIUM,RESOLVED
CP003040,C000788,2026-07-05,PLAN,Plan benefits not received,HIGH,RESOLVED
CP003041,C000197,2025-10-23,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP003042,C000270,2026-07-16,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP003043,C000400,2026-04-07,RECHARGE,Recharge failed,LOW,RESOLVED
CP003044,C000025,2025-10-15,PLAN,Plan related query,LOW,IN_PROGRESS
CP003045,C000368,2025-10-05,SIM,SIM activation issue,HIGH,IN_PROGRESS
CP003046,C000357,2026-02-04,BILLING,Billing issue,HIGH,CLOSED
CP003047,C000783,2026-04-17,PLAN,Plan activation issue,LOW,CLOSED
CP003048,C000041,2025-12-02,PLAN,Plan related query,LOW,CLOSED
CP003049,C000281,2026-07-28,RECHARGE,Recharge failed,CRITICAL,IN_PROGRESS
CP003050,C000042,2026-07-03,NETWORK,Poor network coverage,LOW,IN_PROGRESS
CP003051,C000546,2026-03-28,PLAN,Plan activation issue,HIGH,OPEN
CP003052,C000963,2026-02-20,RECHARGE,Recharge issue,HIGH,IN_PROGRESS
CP003053,C000096,2026-03-22,RECHARGE,Recharge amount not reflected,CRITICAL,OPEN
CP003054,C000774,2026-04-19,PLAN,Plan benefits not received,CRITICAL,OPEN
CP003055,C000188,2026-07-31,RECHARGE,Recharge failed,HIGH,RESOLVED
CP003056,C000113,2026-07-29,BILLING,Incorrect bill amount,LOW,IN_PROGRESS
CP003057,C000492,2026-05-28,OTHER,Service related issue,LOW,IN_PROGRESS
CP003058,C000671,2026-02-27,PLAN,Plan benefits not received,HIGH,CLOSED
CP003059,C000249,2025-10-16,NETWORK,Internet not working,CRITICAL,CLOSED
CP003060,C000783,2026-03-22,NETWORK,Internet not working,MEDIUM,OPEN
CP003061,C000480,2026-04-27,PLAN,Plan benefits not received,LOW,OPEN
CP003062,C000151,2025-10-16,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP003063,C000037,2025-12-13,RECHARGE,Recharge amount not reflected,LOW,OPEN
CP003064,C000828,2025-10-19,BILLING,Unexpected charge,MEDIUM,OPEN
CP003065,C000553,2026-03-16,BILLING,Billing issue,CRITICAL,RESOLVED
CP003066,C000649,2026-05-20,BILLING,Unexpected charge,MEDIUM,OPEN
CP003067,C000106,2025-10-12,NETWORK,Internet not working,HIGH,OPEN
CP003068,C001000,2026-04-07,OTHER,Service related issue,HIGH,OPEN
CP003069,C000066,2026-04-30,RECHARGE,Recharge issue,MEDIUM,RESOLVED
CP003070,C000759,2026-02-07,RECHARGE,Recharge issue,HIGH,IN_PROGRESS
CP003071,C000170,2026-03-06,BILLING,Incorrect bill amount,MEDIUM,OPEN
CP003072,C000706,2025-10-01,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003073,C000046,2026-03-29,RECHARGE,Recharge amount not reflected,MEDIUM,CLOSED
CP003074,C000942,2026-06-10,NETWORK,Poor network coverage,HIGH,RESOLVED
CP003075,C000342,2026-07-25,SIM,SIM replacement request,LOW,IN_PROGRESS
CP003076,C000455,2026-01-21,RECHARGE,Recharge failed,LOW,IN_PROGRESS
CP003077,C000568,2026-06-01,BILLING,Incorrect bill amount,CRITICAL,OPEN
CP003078,C000140,2026-01-01,NETWORK,Internet not working,CRITICAL,IN_PROGRESS
CP003079,C000972,2026-06-11,OTHER,General complaint,LOW,CLOSED
CP003080,C000341,2026-04-28,PLAN,Plan related query,CRITICAL,RESOLVED
CP003081,C000427,2025-12-22,SIM,SIM not working,MEDIUM,RESOLVED
CP003082,C000963,2026-03-20,SIM,SIM not working,MEDIUM,CLOSED
CP003083,C000822,2026-06-10,SIM,SIM activation issue,HIGH,IN_PROGRESS
CP003084,C000536,2026-07-17,NETWORK,Internet not working,CRITICAL,OPEN
CP003085,C000532,2026-08-03,NETWORK,Network issue,MEDIUM,OPEN
CP003086,C000894,2026-01-26,PLAN,Plan related query,MEDIUM,OPEN
CP003087,C000728,2026-05-07,SIM,SIM activation issue,LOW,RESOLVED
CP003088,C000373,2026-06-18,PLAN,Plan activation issue,MEDIUM,RESOLVED
CP003089,C000524,2026-02-18,OTHER,General complaint,LOW,RESOLVED
CP003090,C000072,2026-07-17,NETWORK,Slow internet,MEDIUM,CLOSED
CP003091,C000345,2025-10-05,NETWORK,Internet not working,MEDIUM,CLOSED
CP003092,C000778,2026-06-13,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP003093,C000193,2025-10-19,SIM,SIM not working,CRITICAL,IN_PROGRESS
CP003094,C000137,2026-05-30,BILLING,Unexpected charge,MEDIUM,OPEN
CP003095,C000038,2026-06-17,NETWORK,Poor network coverage,MEDIUM,OPEN
CP003096,C000544,2026-01-31,SIM,SIM activation issue,MEDIUM,OPEN
CP003097,C000865,2026-03-20,NETWORK,Internet not working,LOW,RESOLVED
CP003098,C000956,2026-01-04,NETWORK,Slow internet,HIGH,IN_PROGRESS
CP003099,C000968,2026-09-16,BILLING,Billing issue,HIGH,CLOSED
CP003100,C000880,2025-11-23,BILLING,Billing issue,CRITICAL,CLOSED
CP003101,C000396,2026-03-02,BILLING,Unexpected charge,HIGH,CLOSED
CP003102,C000258,2026-08-14,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP003103,C000167,2025-11-29,SIM,SIM activation issue,LOW,OPEN
CP003104,C000872,2026-08-19,BILLING,Unexpected charge,LOW,CLOSED
CP003105,C000093,2026-03-29,PLAN,Plan related query,MEDIUM,CLOSED
CP003106,C000933,2025-12-08,NETWORK,Network issue,LOW,RESOLVED
CP003107,C000494,2026-07-12,PLAN,Plan benefits not received,MEDIUM,RESOLVED
CP003108,C000657,2026-03-23,SIM,SIM replacement request,CRITICAL,IN_PROGRESS
CP003109,C000168,2026-05-18,PLAN,Plan related query,MEDIUM,CLOSED
CP003110,C000727,2026-09-14,BILLING,Incorrect bill amount,CRITICAL,OPEN
CP003111,C000935,2026-05-18,NETWORK,Poor network coverage,CRITICAL,CLOSED
CP003112,C000761,2026-04-11,PLAN,Plan activation issue,HIGH,CLOSED
CP003113,C000314,2025-12-09,RECHARGE,Recharge amount not reflected,MEDIUM,OPEN
CP003114,C000774,2025-11-02,OTHER,Service related issue,MEDIUM,CLOSED
CP003115,C000228,2026-05-04,RECHARGE,Recharge amount not reflected,HIGH,CLOSED
CP003116,C000311,2026-07-01,RECHARGE,Recharge issue,MEDIUM,CLOSED
CP003117,C000421,2026-08-05,BILLING,Unexpected charge,HIGH,IN_PROGRESS
CP003118,C000892,2026-05-08,SIM,SIM activation issue,LOW,IN_PROGRESS
CP003119,C000966,2025-09-30,NETWORK,Network issue,HIGH,IN_PROGRESS
CP003120,C000809,2025-11-08,SIM,SIM replacement request,MEDIUM,IN_PROGRESS
CP003121,C000791,2025-10-16,NETWORK,Internet not working,MEDIUM,CLOSED
CP003122,C000838,2026-06-15,RECHARGE,Recharge amount not reflected,CRITICAL,CLOSED
CP003123,C000870,2026-07-08,NETWORK,Network issue,MEDIUM,CLOSED
CP003124,C000135,2026-09-06,PLAN,Plan activation issue,HIGH,IN_PROGRESS
CP003125,C000176,2025-11-04,NETWORK,Slow internet,MEDIUM,RESOLVED
CP003126,C000339,2026-07-29,OTHER,Other issue,HIGH,IN_PROGRESS
CP003127,C000111,2026-06-10,NETWORK,Poor network coverage,HIGH,OPEN
CP003128,C000918,2026-02-12,PLAN,Plan benefits not received,CRITICAL,OPEN
CP003129,C000062,2026-06-13,PLAN,Plan activation issue,MEDIUM,OPEN
CP003130,C000617,2026-09-19,PLAN,Plan related query,LOW,OPEN
CP003131,C000888,2026-01-03,OTHER,General complaint,MEDIUM,CLOSED
CP003132,C000615,2025-09-29,RECHARGE,Recharge amount not reflected,LOW,OPEN
CP003133,C000310,2026-07-26,BILLING,Billing issue,HIGH,IN_PROGRESS
CP003134,C000139,2025-12-08,PLAN,Plan benefits not received,MEDIUM,RESOLVED
CP003135,C000663,2026-04-13,RECHARGE,Recharge failed,MEDIUM,RESOLVED
CP003136,C000634,2026-07-03,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003137,C000938,2026-03-09,PLAN,Plan activation issue,HIGH,IN_PROGRESS
CP003138,C000931,2026-04-01,PLAN,Plan benefits not received,HIGH,CLOSED
CP003139,C000759,2026-04-05,SIM,SIM activation issue,MEDIUM,IN_PROGRESS
CP003140,C000013,2025-10-18,RECHARGE,Recharge amount not reflected,LOW,OPEN
CP003141,C000799,2025-11-20,RECHARGE,Recharge amount not reflected,HIGH,CLOSED
CP003142,C000735,2026-07-31,NETWORK,Poor network coverage,HIGH,OPEN
CP003143,C000555,2025-11-28,NETWORK,Internet not working,MEDIUM,CLOSED
CP003144,C000123,2026-01-06,PLAN,Plan benefits not received,HIGH,RESOLVED
CP003145,C000101,2026-09-15,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP003146,C000758,2026-04-12,BILLING,Unexpected charge,MEDIUM,IN_PROGRESS
